#ASCII     1
#SCROLL    0
#LTAT      16.908287
#NROWS     35
#NCOLS     14
#CHAN1     55
#CHAN2     55
#CHANINC   1
#LABEL00   ist
#LABEL01   C14-USB-130:C10-USB-130   a
#LABEL02   C02-USB-130:C10-USB-130   a
#LABEL03   C03-USB-130:C10-USB-130   a
#LABEL04   C10-USB-130:C09-USB-130   a
#LABEL05   C10-USB-130:C04-USB-130   a
#LABEL06   C10-USB-130:C13-USB-130   a
#LABEL07   C10-USB-130:C00-USB-130   a
#LABEL08   C12-USB-130:C10-USB-130   a
#LABEL09   C01-USB-130:C10-USB-130   a
#LABEL10   C11-USB-130:C10-USB-130   a
#LABEL11   C05-USB-130:C10-USB-130   a
#LABEL12   C06-USB-130:C10-USB-130   a
#LABEL13   C10-USB-130:C08-USB-130   a
#End
  2.53758678E+01   7.94964749E-03   1.17150070E-02    1.36461640E-02    1.16157141E-02    6.16708165E-03    1.77592672E-02    5.78238396E-03    6.31104689E-03    1.61093753E-02    1.14830667E-02    7.65106408E-03    6.33912208E-03    1.19504454E-02  
  2.53805447E+01   9.81997419E-03   1.52378213E-02    1.18285483E-02    9.80111584E-03    1.29097700E-02    1.44309336E-02    2.11661216E-03    7.29906466E-03    1.25248227E-02    1.12371100E-02    7.68458238E-03    2.35256320E-03    1.53426975E-02  
  2.53852329E+01   1.08883912E-02   1.38077848E-02    1.38084302E-02    1.05105247E-02    1.15600349E-02    1.89726371E-02    3.39256553E-03    7.96448067E-03    1.64934732E-02    1.32125877E-02    3.51347681E-03    8.43646936E-03    1.34708919E-02  
  2.53907051E+01   1.54976975E-02   1.16604902E-02    1.26814302E-02    8.93081445E-03    1.05159506E-02    1.31524140E-02    7.62330554E-03    4.70896345E-03    1.63186826E-02    1.50370505E-02    7.90105946E-03    1.36790052E-02    1.37092248E-02  
  2.53968792E+01   1.40749309E-02   1.16424533E-02    1.13910502E-02    1.13061899E-02    1.24924351E-02    1.55705661E-02    3.22334794E-03    4.88021970E-03    1.36795798E-02    1.29137086E-02    9.03445110E-03    1.77598326E-03    1.34818517E-02  
  2.54029884E+01   7.00290315E-03   1.27015868E-02    1.09666958E-02    1.80732291E-02    1.46422340E-02    1.00014964E-02    4.32050787E-03    9.75246076E-03    1.73227023E-02    1.02596032E-02    6.57826476E-03    1.30878873E-02    1.38286715E-02  
  2.54085159E+01   8.39860365E-03   1.05465222E-02    1.46657610E-02    1.48347011E-02    1.23269977E-02    1.24001149E-02    5.63513907E-03    5.43577969E-03    1.63928680E-02    9.99990000E+04    8.23389087E-03    1.42840762E-02    1.24286255E-02  
  2.54133015E+01   1.28614455E-02   1.31848752E-02    1.56140141E-02    1.04132462E-02    1.06798289E-02    1.66905709E-02    1.43212511E-03    1.09618604E-02    1.45517616E-02    1.24791963E-02    1.02110729E-02    7.66932266E-03    1.46105634E-02  
  2.54180450E+01   7.04490021E-03   1.62980948E-02    1.56078432E-02    1.37362788E-02    1.54821081E-02    1.04168458E-02    6.62213983E-03    5.47102001E-03    1.56131908E-02    1.18141854E-02    1.02809183E-02    1.81800791E-03    1.25701549E-02  
  2.54227581E+01   1.62899438E-02   1.19141340E-02    1.46949124E-02    1.10705970E-02    1.37622431E-02    1.38867628E-02    4.55403049E-03    1.00311441E-02    1.01609789E-02    1.23957293E-02    7.49137346E-03    6.40667602E-03    1.44576402E-02  
  2.54274368E+01   1.14281802E-02   1.34497127E-02    1.38709499E-02    1.43712871E-02    1.27995759E-02    1.55700408E-02    5.37264673E-03    1.17772976E-02    1.62547901E-02    9.71468352E-03    3.32485326E-03    1.13833565E-02    1.33807091E-02  
  2.54321499E+01   1.27608636E-02   9.51832067E-03    1.21648982E-02    1.32755442E-02    1.09001473E-02    1.47238830E-02    7.28730252E-03    2.65145861E-03    1.36690363E-02    1.17476070E-02    1.10604828E-02    8.04162957E-03    1.49242254E-02  
  2.54368839E+01   1.64592881E-02   1.41425598E-02    1.18027069E-02    1.08325174E-02    1.01115108E-02    1.58273727E-02    5.02642104E-03    6.60193525E-03    1.86688825E-02    1.34108532E-02    6.35741930E-03    3.40499543E-03    1.36317676E-02  
  2.54416466E+01   8.45217798E-03   1.33737549E-02    1.42708588E-02    1.29596069E-02    1.08571090E-02    1.82592850E-02    3.30102933E-03    8.56644567E-03    1.54495966E-02    9.86644346E-03    6.84853224E-03    2.30893656E-03    1.27678476E-02  
  2.54463463E+01   1.26023162E-02   1.31951738E-02    1.30677633E-02    1.31699033E-02    1.18187824E-02    1.46883102E-02    4.03224304E-03    7.40438979E-03    1.50466105E-02    1.14217009E-02    7.88372196E-03    1.62285473E-02    1.33915162E-02  
  2.54517651E+01   8.41894839E-03   1.38448821E-02    1.48737198E-02    1.13886790E-02    8.49901699E-03    1.22462558E-02    5.25397621E-03    1.18463114E-02    1.33089712E-02    1.41064469E-02    6.15975074E-03    1.17416112E-02    1.37590254E-02  
  2.54564800E+01   1.20617030E-02   1.79208759E-02    1.12682749E-02    1.50264390E-02    1.15862312E-02    1.15084685E-02    5.65525563E-03    3.27070290E-03    1.19543429E-02    1.36271734E-02    9.98756010E-03    7.19863456E-03    1.11036394E-02  
  2.54611702E+01   1.17176380E-02   1.31576015E-02    1.59816407E-02    1.56120807E-02    8.49825796E-03    1.25777377E-02    9.85401776E-03    7.16420915E-03    1.81292761E-02    1.13235051E-02    1.00327339E-02    4.44525992E-03    1.18877031E-02  
  2.54673462E+01   1.34537164E-02   1.17720012E-02    1.10382587E-02    8.85287672E-03    1.04417028E-02    1.48555050E-02    3.10438266E-03    9.11018811E-03    1.46548990E-02    9.55527928E-03    9.27594770E-03    1.41147394E-02    1.57366674E-02  
  2.54734898E+01   1.12055587E-02   8.99377000E-03    1.40392287E-02    1.66536700E-02    8.17824621E-03    1.71301011E-02    4.07157280E-03    1.29980193E-02    1.57345049E-02    1.18345385E-02    9.84255038E-03    1.01460479E-02    1.35538308E-02  
  2.54796391E+01   1.13376686E-02   1.37183936E-02    1.47164129E-02    8.39399267E-03    1.17710149E-02    1.18761202E-02    7.47987581E-03    5.29544242E-03    1.55894002E-02    1.20613948E-02    5.70681086E-03    2.66629062E-03    1.34074669E-02  
  2.54857483E+01   1.30566331E-02   1.92026328E-02    1.25544704E-02    1.33102750E-02    1.25526879E-02    1.60886422E-02    4.56742523E-03    1.01514617E-02    1.46716088E-02    1.33531345E-02    8.20399635E-03    1.17511395E-02    1.10276947E-02  
  2.54898605E+01   3.70031083E-03   1.83345117E-02    1.86876170E-02    1.56504400E-02    1.71857681E-02    1.60099082E-02    1.35024581E-02    4.12675086E-03    1.37539962E-02    1.95199326E-02    1.16195846E-02    1.87715106E-02    1.31141944E-02  
  2.54932880E+01   1.57866422E-02   1.48337716E-02    1.01427287E-02    9.04436503E-03    8.00275244E-03    7.62340333E-03    4.87145269E-03    5.11639006E-03    1.57926008E-02    1.00882892E-02    6.00493001E-03    1.04931444E-02    6.15332462E-03  
  2.54979935E+01   1.23657715E-02   9.35934391E-03    1.44533748E-02    9.10340063E-03    1.27648460E-02    1.82977505E-02    2.48851092E-03    1.10011166E-02    1.27628278E-02    1.42861111E-02    6.52753375E-03    8.05367157E-03    1.48023702E-02  
  2.55027084E+01   8.10066238E-03   1.70468129E-02    1.14484774E-02    1.66555010E-02    1.26574682E-02    1.91694349E-02    5.17561706E-03    3.36053083E-03    1.47797791E-02    1.11354608E-02    5.60048968E-03    5.07735182E-03    1.26399100E-02  
  2.55081387E+01   1.27748046E-02   1.21203549E-02    1.39354141E-02    1.03293927E-02    1.23953717E-02    1.25679718E-02    3.25745763E-03    7.98561703E-03    1.17314244E-02    1.52332624E-02    7.39754224E-03    1.39358575E-02    9.33570229E-03  
  2.55142803E+01   1.42623531E-02   1.41915614E-02    1.19556505E-02    1.66778322E-02    9.88394301E-03    1.42446477E-02    3.54451709E-03    4.48745210E-03    1.93245318E-02    1.16426377E-02    8.55630729E-03    8.00242182E-03    1.18779857E-02  
  2.55204391E+01   7.39324698E-03   1.33826286E-02    1.45918066E-02    1.18157668E-02    1.10702887E-02    1.28210187E-02    6.75801537E-04    9.90139414E-03    1.56183802E-02    1.35669457E-02    6.41261367E-03    3.37438472E-03    1.20678702E-02  
  2.55236454E+01   1.84190534E-02   2.40757465E-02    1.62544083E-02    2.67590266E-02    2.01769676E-02    1.66433491E-02    2.63064005E-03    2.70582009E-02    1.87738035E-02    1.71774551E-02    2.12374460E-02    2.52087992E-02    1.77753270E-02  
  2.55260582E+01   9.54476092E-03   1.42285349E-02    1.16401287E-02    7.81285390E-03    1.14700198E-02    1.10705951E-02    6.22178195E-04    1.25310216E-02    1.75695550E-02    1.74306575E-02    1.11190723E-02    2.56884238E-03    1.43576544E-02  
  2.55307713E+01   1.50757600E-02   1.43909920E-02    1.50827412E-02    1.53769478E-02    1.53609654E-02    1.31573426E-02    2.69796839E-03    1.06226485E-02    2.01677866E-02    1.39699932E-02    5.72358444E-03    1.36728538E-02    1.05746696E-02  
  2.55355015E+01   5.67630492E-03   1.07244551E-02    9.73531045E-03    1.06404023E-02    1.19255232E-02    1.46882143E-02    4.16834326E-03    9.54371784E-03    1.10596279E-02    1.14255585E-02    6.85220212E-03    1.15457010E-02    1.23389801E-02  
